country,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp
Indonesia,0.37585293983839746,-0.4923176853131503,-1.5357069146402142,-1.103262656856108,-0.06200627077965316,0.7133658095629936,-0.07395118747302955,-0.3100520180287115,-0.30602119246146836
Iran,-0.10804102426880596,-0.48629332932541414,-0.4439086179401382,-1.3580482446151547,0.5294958766958042,0.7702971663547744,0.4448552254656188,-0.7870917448076278,0.19007552415516796
Iraq,0.46792758415699465,0.22243770726831524,0.5821626909987293,-0.3503047746935318,0.27248582090962203,0.8367170826118525,-0.37846799506745427,1.0680627482214908,-0.05894450342908374
Ireland,-1.3645035102525453,1.666472413330013,0.8669796379639663,1.3459696380360302,1.3177105534760445,-1.0439154034099798,1.1102808420608432,-0.5949507437438978,1.534069859744232
Israel,-1.2961360601207,0.046338180911797554,0.297345744033492,-0.41490337953661166,0.9631809574457529,-0.5704362860916677,1.2230648448735928,0.05435332881629388,1.2232354697167322
Italy,-1.4006861242509463,-0.43893535591874344,0.9911306148462491,-0.7567683145670314,1.127484993189307,-0.7081152839331248,1.2569000457174175,-0.9858582976321764,1.3282210563244135
Jamaica,-0.16425364243256346,-0.11928625971354148,-0.7323770642254426,0.3289020807885534,-0.1047387233662215,0.1924438949181975,0.46741202602816906,-0.5154441226140783,-0.032713904769497947
Japan,-1.561533819235949,-1.1920919521136144,0.9765246175659809,-1.9792471473116162,1.1184151343752382,-0.9186664184680615,1.3809624488114416,-1.0322371599579043,1.4737395386754062
Jordan,-0.029665185361859383,0.5264889938651969,0.44705721615624466,0.9315870131050532,0.03294520077271619,0.06150177429710115,0.5914744291221932,0.47176308974784587,-0.19347852150449205
Kazakhstan,-0.01311696765281362,0.39388921667108884,-0.9222550288689338,-0.5869729247792246,0.6472407573490574,1.1118853071054606,-0.24312719169215422,-0.23054539689889206,0.4098374177444977
Kenya,0.9396705375413538,-0.7267266166821063,-0.7542860601458452,-0.37694831109604987,-1.060550173799019,-0.540072895802718,-0.874717607443554,0.9421772647659439,-1.086987168745711
Kiribati,0.9469403813160956,-1.3636379676745602,1.6374459944981339,1.200332695149246,-1.3543880693589143,-0.5941576847549098,-1.1115640133503277,0.5910230214425748,-0.7980248836695754
Kuwait,-0.6085378072263395,1.0108501539738213,-1.5284039160000797,-0.557164537867624,1.7242649377209025,0.32433487148582335,0.8621560358727933,-0.48894191557080513,1.376858626448744
Kyrgyz Republic,0.27054947558379855,0.6254375981907947,-0.23212165737624382,1.2411979228610124,-0.9644402555948176,0.21047215790226143,-0.23184879141087988,0.10073219114202205,-1.149984259315989
Lao,1.1559795478516814,0.06321318424107433,-0.8565280411077254,0.3178592972169579,-0.6745445570850935,0.1345636821798867,-0.7619336046308042,0.13385994994611333,-0.9769944806753119
Latvia,-0.8791624267882227,0.6852227113001855,-0.049546691372886656,0.5205175427224977,0.5706603545800704,-0.8154308914856321,0.28695762152776844,-1.052113815240359,0.5568763149877194
Lebanon,-0.6484807731743011,0.07990375761269705,0.07825578482946356,0.6820996390164243,0.47619038811212666,-0.7158010171000152,1.0426104403731922,-0.886475021219902,0.39416890543747635
Lesotho,1.3694272087518704,0.22243770726831524,1.5644160080967908,1.6307143832538273,-1.094133748693465,-0.3446085708176032,-2.713096853291375,0.2332432263583875,-0.9596334643912237
Liberia,1.2688628297172244,-0.8436964749380076,1.8200209605014912,1.4711173460818978,-2.0922811538134405,-0.21935958587568508,-1.1002856130690535,1.3728381292191318,-1.8109267014093307
Libya,-0.23970753517867885,0.9858326252162397,-1.0719665009916868,0.03098257845668032,0.9631809574457529,0.6089916554447283,0.6253096299660178,-0.35643088035443937,0.6026297406867344
Lithuania,-1.077191694614225,0.9789379306047711,0.08190728414953062,0.883210315971012,0.686872906841701,-0.5125560733533572,0.2982360218090444,-0.9593560905889031,0.5970787978697955
Luxembourg,-1.6538646530593852,2.46990719687419,0.34846673451443194,2.2581499940253726,1.8861936643587693,-0.3948979359836764,1.211786444592317,-0.8732239176982656,2.0479968164045848
"Macedonia, FYR",-0.6403526289555468,0.23748386111796974,0.10016478074986628,0.6172593444961896,0.18434185518596533,-0.5448171755353663,0.3884632240592439,-0.979232745871358,-0.05302594873660789
Madagascar,0.9396705375413538,-0.4506378826268125,-1.1121329935124253,0.06936099073338998,-1.532893928017162,0.09566058837216969,-1.1002856130690535,1.094564955264764,-1.6551623747923812
Malawi,1.2810417313579454,-0.5856566443833618,-0.08241018525349089,-0.3084546062129042,-1.7773711120043207,0.40973190667349485,-1.9687224347272263,1.5649791302828622,-1.5846824819110599
Malaysia,-0.8687381531522788,1.4096156390867707,-0.8857400356682625,0.9839009691898943,0.686872906841701,-0.04856551550034211,0.4448552254656188,-0.5286952261357148,0.4098374177444977
Maldives,-0.4377368030046815,1.2388348585723754,-0.17734916757523655,0.8335395875891496,0.11721690352075616,-0.46511327602687297,0.8283208350289687,-0.4756908120491686,0.24604946887914056
Mali,1.6601263335205763,-0.5856566443833618,-0.6703015757843008,-0.2981377872789262,-1.2909012179022261,-0.32373373999395016,-1.2469048167256278,2.3865475486243293,-1.2952794925826128
Malta,-0.9904463777582505,2.2659817578855654,0.6697986746803408,2.4077897814333205,0.9265200336907103,-0.37497196110655306,1.0990024417795672,-1.052113815240359,0.9745821693561119
Mauritania,1.3481119629948242,0.5990811427502641,-0.878437037028128,0.7121979094196296,-0.8225131767406428,1.0549539503136793,-0.2656839922547045,1.3463359221758593,-0.9427116443623893
Mauritius,-0.32763483605412413,0.6137797380498307,-0.2978486451374523,0.7418161230951068,0.4559098202484358,-0.6311630666695676,0.3207928223715947,-0.9129772282631752,0.325874724390864
"Micronesia, Fed. Sts.",0.5404584339132517,-0.5413876821124526,2.6963807973176053,1.2254125716833404,-0.8176119217276732,-0.37781852894614215,-0.5814792001304036,0.3392520545314801,-0.3620603291404808
Moldova,-0.20878156446822463,0.2148586730404055,1.7835059673008191,1.167915018005839,-0.6890257046901093,0.31484631202052654,-0.09650798803557983,-1.1117437810877235,-0.7379899767111768
Mongolia,0.15849216686792228,0.4761034832865584,-0.5023326070612122,0.5727395465094419,-0.13487547778863346,2.9811315217689365,-0.49125199788020407,-0.20404318985561892,-0.4130565142982557
Montenegro,-0.9904463777582505,0.12890814154599314,0.8377676434034291,0.756449946906409,0.35203279680910626,-0.5865668371826723,0.659144830809844,-0.7804661930468095,0.2052655564940113
Morocco,0.3812165503014886,-0.0773155255099175,-0.5899685907428237,0.06936099073338998,-0.28178043336644915,-0.6457754482461247,0.332071222652869,-0.24379650042052864,-0.3691117677338304
Mozambique,1.3812606213308563,-0.10985924050491212,-0.5863170914227567,0.19973188793843732,-1.871244455182748,-0.013457845478743825,-1.8108248307893768,1.730617924303319,-1.6455371687273792
Myanmar,0.971237917163829,-5.268313274293649,-1.7694028711245111,-6.839450523021793,-0.7296780505436916,-0.07038920227052478,-0.4235815961925548,-0.35643088035443937,-1.0726302089959983
Namibia,0.844415649285806,0.5109213538358137,-0.013031698172215028,0.6972097519324539,-0.059106783111041165,-0.40059107166285457,-1.3484104192571025,0.43200977918293615,0.036464283085147334
Nepal,0.6858771880497145,-1.8237659765962309,-0.5717110941424881,-0.23244033944007925,-1.2401566652309859,0.6943886906323998,-0.25440559197343016,-0.22391984513807392,-1.4147931173220272
Netherlands,-1.3127588233755014,1.125958107858385,1.8565359537021624,0.7825036925539289,1.314130356205876,-0.6579208043617046,1.1441160429046677,-0.7672150895251729,1.5556936177786118
New Zealand,-1.0642888493068876,-0.1673145028258153,1.1992660760900764,-0.7048202382256252,1.034435958196027,-0.38446052057185,1.166672843467218,-0.5154441226140783,1.2877847432283578
Niger,1.5614404453976294,-0.6246503949755814,-0.6045745880230923,0.31046079088967854,-1.9692806485842613,-0.49642552226235254,-1.325853618694553,3.009349414141248,-1.7694133955660607
Nigeria,1.6121023405999027,-0.4331175497876184,-0.6374380819036966,-1.5496637065490981,-0.4642180687216134,9.129718055281284,-1.134120813912878,1.9161333736062311,-0.49910870247997086
Norway,-1.561533819235949,0.23373619724339423,0.9728731182459138,-0.6730754885995877,1.5706475519444378,-0.17381450044226024,1.1779512437484922,-0.6612062613520805,1.928325417892789
Oman,-0.5407289634700219,0.9881239568726305,-1.4772829255191398,-0.008205754294937547,1.3105343874380575,0.741831487958884,0.6253096299660178,-0.03177884407434372,0.9149370961576502
Pakistan,1.2970341301187998,-1.3424269008320941,-1.6854183867629668,-1.3580482446151547,-0.6152373230936473,0.2958691930899329,-0.5927576004116795,0.5976485732033932,-1.0383518781468108
Panama,-0.090039703836026,1.0835339280898315,0.4689662120766477,1.160894130127566,0.42982934592791827,-0.4926300984762338,0.8170424347476928,-0.21729429337725548,0.33253007370787147
Paraguay,0.08776494690915282,0.7238175661705362,-0.34531813629832514,0.39735489379862643,-0.18059421861590894,-0.15958166124431503,0.39974162434051824,-0.14441322400825446,-0.280703495987228
Peru,-0.06367967051038667,-0.2944404612101028,-0.6337865825836295,-0.9953554713666396,0.07412187631613738,-0.19658704315897266,0.8283208350289687,-0.2702987074638018,0.014190418163658862
Philippines,0.33740827713577237,0.03783023543915381,-1.1705569826334996,-0.22253619526060553,-0.39584931629986436,-0.3379665791918955,-0.175456790004505,0.14048550170693178,-0.5591166639090305
Poland,-1.0902775650984347,0.24867198634051704,0.23527025559235062,0.03098257845668032,0.7135132412877327,-0.5808737015034943,0.6478664305285681,-1.0189860564362678,0.6297138496583228
Portugal,-1.4193238975554667,-0.18695686058311886,1.5279010148961194,-0.1834395379036597,0.8941590620838297,-0.6773723512655632,1.0426104403731922,-1.0322371599579043,1.0175544380480652
Qatar,-0.7612312326414024,0.9082228786646526,-1.8278268602455852,-0.9953554713666396,2.139074464881733,-0.07608233794970284,1.0087752395293677,-0.5816996402222612,1.779628779011664
Romania,-0.5553727376191372,-0.059025818733021304,-0.4512116165802723,-0.11694057381345373,0.5480479295504667,-0.40343763950244355,0.35462802321541925,-0.8997261247415386,0.3448331475792426
Russia,-0.6733039317659575,-0.22195088214208814,-0.6337865825836295,-1.2094071249547511,0.7607934823720699,0.6089916554447283,-0.1528999894419547,-0.9129772282631752,0.5203829319942963
Rwanda,0.9598834550503882,-1.5091930306052257,1.3453260488927623,-0.5809728464356625,-1.5567118560183402,-0.4907323865831744,-0.6717064023806046,1.0349349894173996,-1.448333881646937
Samoa,-0.12640060335068326,-0.22195088214208814,-0.12622817709429665,0.4531046004135682,-0.4255308834977742,-0.5751805658243162,0.10650321702736945,0.9223006094834889,-0.23663882284577767
Saudi Arabia,-0.2881317443222774,0.5662374626652629,-0.9222550288689338,-0.40943350037775084,1.3123343519389659,0.8936484394036334,0.512525627153268,0.00797446649056601,0.9149370961576502
Senegal,1.0044861425390805,-0.4565229467977982,-0.4219996220197351,-0.048238930221231595,-1.1657536650827829,-0.5628454385194303,-0.7393768040682539,1.399340336262405,-1.0645624897354995
Serbia,-0.9003711401709343,-0.04545086479461864,1.3088110556920909,0.2654398554533241,0.27248582090962203,-0.18045649206796804,0.46741202602816906,-1.025611608197086,0.064230363122402
Seychelles,-0.36289537261344584,1.5250234430736238,-1.2472384683549096,1.7539743884718202,0.6593337379299699,-1.1378521421164183,0.3207928223715947,-0.5154441226140783,0.5266050983351735
Sierra Leone,1.8023362552010582,-1.0292805218206014,2.294715872110219,-0.3292618001600482,-1.6393010562292911,0.8936484394036334,-1.7544328293830018,1.4920980609138614,-1.6781748748249026
Singapore,-1.6538646530593852,2.6727476111191315,-1.0427545064311496,2.6331596395050334,1.6899014048679206,-0.7427485259814584,1.3696840485301673,-1.1912504022175432,1.504584601972834
Slovak Republic,-0.967089727663668,1.21336507077619,0.7209196651612804,1.1514914638026155,0.831818061333094,-0.6923642752207321,0.5576392282783685,-1.005734952914631,0.8141318272596103
Slovenia,-1.561533819235949,0.955728178974616,0.9473126230054436,0.7622713392341269,0.937976683904481,-0.8320358705499014,1.0087752395293677,-0.9129772282631752,1.0437896094622905
Solomon Islands,0.22418100289384849,0.5571561340468123,0.6332836814796695,1.2299363805753138,-1.3311432877913008,-0.09221288904070754,-0.998780010537578,0.8560450918753063,-0.8943723013532524
South Africa,0.8064185450123854,-0.25259750780917223,0.7756921549622877,-0.7436444250910252,0.22620907196421017,-0.13586026258107295,-1.833381631351927,-0.2371709486597105,0.26279478080734436
South Korea,-1.3824174401295837,0.5601892477796844,0.04174079162879193,0.19973188793843732,0.9849495637034503,-0.43854530952404186,1.076445641217017,-1.1382459881309968,1.005555725609709
Spain,-1.4383459818011821,-0.42154800761695327,0.9947821141663161,-0.7832976604925396,1.0394747172586531,-0.7232020934829468,1.2794568462799678,-1.0454882634795408,1.2254179135968757
Sri Lanka,-0.5777836793777023,-0.8061719270958245,-1.4152074370779981,-0.7832976604925396,-0.04951553694518662,1.425007769460256,0.4335768251843444,-0.49556746733162327,-0.3738543631419268
St. Vincent and the Grenadines,-0.0465156702784903,-0.3429261926464814,-0.8565280411077254,0.5855687694294807,0.07083728655083303,-0.3170917483682424,0.11778161730864378,-0.5816996402222612,0.1586197865739393
Sudan,1.1302217264177399,-0.7987764053187172,-0.1810006668953036,-1.569959237871927,-0.810314779242736,1.1213738665707575,-0.4799735975989297,1.2800804045676761,-0.802526517618572
Suriname,0.08776494690915282,0.6513468913757726,0.0709527861893291,-0.13569853766638737,0.36361091545306656,-0.05520750712604984,-0.028837586347930606,-0.28354981098543836,0.3504980519425178
Sweden,-1.6065446192732116,0.4600108974722396,1.027645608046921,-0.030339778329962565,1.2660998509441976,-0.6443521643263301,1.2343432451548673,-0.6413296060696256,1.5792130127216117
Switzerland,-1.3127588233755014,0.9486959074735003,1.7104759808994765,0.45995709022524667,1.4763023237995379,-0.7083050551224308,1.3132920471237923,-0.9461049870672665,1.819342350974292
Tajikistan,0.7842287625611033,-1.2016667312045604,-0.30515164377758647,0.6329041095784158,-1.192382824992645,0.44768614453468225,-0.10778638831685577,0.3723798133355714,-1.267557005643803
Tanzania,1.0713945722798344,-0.8743944384406297,-0.29419714581738526,-0.6356845079947273,-1.2001534840535837,0.1393079619125352,-1.269461617288178,1.6444857514126816,-1.3009645716757279
Thailand,-0.33341879481855785,1.0063318895464042,-1.0719665009916868,0.7002170766897792,0.32234799114390367,-0.351250562443311,0.6817016313723927,-0.9262283317848117,0.022136743404312174
Timor-Leste,0.9454909884005294,-3.649980890192341,0.8414191427234962,-0.7176716572100856,-1.299674022059476,1.7760844696762388,0.0613896159022689,2.1745298922781444,-0.20817705914173493
Togo,1.2790230469616612,0.2523832208825886,0.3046487426736265,0.5919502967809338,-1.646014100395221,-0.6264187869369191,-1.3371320189758273,1.2734548528068579,-1.5437861489374884
Tonga,-0.19869907721507135,-1.462911541450714,-0.6374380819036966,0.6851315133744674,-0.4916133098098016,-0.3892048003044983,-0.07395118747302955,0.637401883768303,-0.21753040336392576
Tunisia,-0.19869907721507135,0.5931618630044889,-0.2211671594160423,0.5271261711625579,0.10940609308904133,-0.3759208170530828,0.7155368322162189,-0.535320777896533,-0.11470889690279289
Turkey,-0.1171751424613571,-0.7479868987245408,-0.027637695452483617,-0.8722328656257399,0.557168202848392,-0.07323577011011385,0.8621560358727933,-0.5286952261357148,0.5203829319942963
